9383 27072
7677 865 633
7085 5377 490
1723 3595 688
5709 1012 220
7616 7472 -166
5742 8540 729
8137 9078 440
1104 1387 143
7257 1528 -726
7624 8272 -969
5802 6452 -706
2462 7373 663
3183 3632 -710
447 2475 -452
8208 6270 -413
8821 4526 520
80 9169 992
2012 1185 379
5461 4287 -956
5582 2528 345
239 7929 819
6346 3657 -621
3019 1255 -259
2269 4519 845
6332 2512 -860
6173 6158 -501
3167 5708 -385
2424 5683 -5
2651 428 856
3386 9235 -665
6282 6838 -167
8221 5312 301
7302 8597 661
434 1195 -378
2032 3344 270
5615 4242 833
7540 7114 203
9134 226 -839
9244 7064 -655
5362 1692 -584
7506 6147 9
2178 150 -954
1870 4290 -331
8919 6309 -991
5922 6070 -637
5800 886 -325
2454 7779 684
5349 1906 865
5750 6737 -114
2322 2670 900
1981 7156 547
6390 7966 -659
3320 1604 156
7272 3955 -465
8968 5438 -490
8856 2161 -601
4062 132 -464
1035 4161 235
24 6690 -165
31 2951 -60
4578 6741 104
7072 3868 979
2379 5720 -745
5516 6543 -903
7254 9221 -98
745 4132 35
8179 3143 -151
5348 7063 -607
5946 2385 876
923 8519 -600
4487 3031 -576
6894 5432 -658
5584 4136 -658
2321 8412 310
59 3498 -338
3430 5290 382
4256 9349 -476
406 5412 -247
7118 2476 -746
8001 787 -706
6071 5754 -685
1527 1156 -421
6351 8363 -185
9151 8818 391
3396 4615 264
4957 4485 -816
3391 4786 305
3306 5495 -75
4516 4099 -6
2294 3666 -801
2226 514 661
1868 7797 848
1256 6296 417
4656 178 51
5398 2274 871
5319 9077 226
1941 3884 229
1033 3936 -826
2761 7837 -752
7021 7178 385
792 1216 339
132 5392 750
7773 2481 717
3688 165 307
1211 4387 -161
1260 6006 941
3043 8319 -321
6716 4475 -170
1717 4910 308
5958 6427 202
7883 3359 103
5894 7090 922
8167 4760 -163
8267 47 -59
1128 802 466
8382 4212 -876
6935 1481 -754
6715 4444 669
8346 3101 -748
967 4792 -149
4886 656 -6
1551 355 -812
3729 8380 -483
7399 5576 359
5675 8729 -363
4167 8771 227
3081 6620 -545
8910 8843 243
2713 8078 -741
8806 5889 -780
2117 8452 545
3861 5151 644
3361 1458 -551
7965 6947 548
6318 1033 -884
6848 2836 887
4639 4487 -320
1020 6879 813
371 9238 -423
2313 4040 -963
5925 6002 359
2750 1801 43
5564 6598 850
3200 7617 1
6740 6178 761
2984 5241 -366
5860 3646 -149
4981 8128 -256
7594 8365 647
4251 7669 -455
5087 7962 734
5491 242 -820
3781 6913 662
9383 1453 -715
1401 2233 -527
648 5930 612
1990 3911 869
9184 526 -753
4868 8398 -972
8282 6840 294
9305 2558 -434
8726 241 742
5901 8096 -779
7594 1060 -376
4842 671 951
9266 9180 129
1021 7229 856
7024 6439 650
8912 6619 -654
255 2730 459
1652 9233 -488
2351 2198 182
2734 1405 300
3229 8410 949
1974 4057 952
6811 5267 382
8046 6772 317
7487 4745 996
105 5391 -161
5684 5320 318
2350 7319 -742
2511 9281 816
7771 7173 97
324 5155 -880
4786 9211 16
5030 508 -382
7635 5344 369
3678 531 -627
6827 1785 -911
4563 2195 -243
139 1288 515
4357 3947 497
7123 857 -168
7248 5583 -606
8270 7224 -674
2934 6603 931
1871 1945 -759
383 3973 -685
5300 5180 49
7727 1754 -93
5976 5456 -974
8426 3559 784
3726 3551 47
3553 6765 132
6289 4554 470
8716 6843 120
8662 5180 320
6873 5277 913
7873 1169 410
8737 3220 -422
8297 3439 832
3362 6719 -423
1691 522 20
3071 3264 -711
3097 1107 97
1134 461 -547
6942 2506 -106
9099 3430 -50
4128 2924 544
7459 6495 -640
3529 4831 -167
6915 5702 -737
7086 2158 -138
8250 7620 -602
7753 7514 -469
4927 6224 405
3511 7579 -918
1817 8254 248
4197 9228 136
7959 6113 869
8724 9077 -860
4210 7815 447
9018 439 10
1741 5579 -475
2407 1729 -330
2413 6305 549
2215 190 -62
3483 9022 -761
4707 7927 543
2223 8669 712
7521 7187 128
5464 8942 172
8990 6630 750
4531 4803 778
6396 2417 -797
1676 117 19
781 866 341
8429 8431 -891
6821 1135 536
4734 4775 409
9185 8067 165
905 7173 908
2405 7258 -881
1572 2569 937
8562 2931 635
2364 1667 -131
5949 5907 410
2732 4658 336
4255 7807 -144
5545 1307 -21
4664 2188 995
6199 4467 182
7544 1379 -49
221 1205 -448
7241 6027 792
3600 4008 -915
9016 3597 677
739 2477 -930
6558 228 -375
2258 9250 -120
1709 3913 353
5429 7229 213
5962 5651 -985
1737 8641 44
1355 3475 -926
2840 441 346
8223 8147 -339
4019 7842 847
2897 3685 526
2908 2346 79
4813 6732 10
1638 4797 -493
6387 6824 318
6342 7415 -435
739 945 665
5296 1164 49
4214 5054 -272
7353 4901 511
4164 5163 1
1120 3156 -128
4786 8042 185
8395 3035 643
5650 851 467
8826 817 -896
3724 8883 -182
7403 8672 186
4025 3209 745
5430 5927 251
4294 7147 574
5209 3812 929
8979 5314 87
8571 1514 -48
6106 3405 473
5719 4748 545
7665 9187 -240
8780 8969 375
2008 3993 477
1417 1641 -808
681 7954 -101
504 4983 -316
110 4777 754
5178 3532 686
4670 4363 38
9157 5630 -550
5248 8515 -989
3926 1429 834
1435 672 597
1837 5485 840
8529 8074 -205
6885 9226 202
7302 9142 898
8363 7503 -638
6921 9267 -143
267 341 909
2904 2668 947
3466 7747 -705
3726 867 -194
7443 955 205
3786 6938 392
5717 5199 258
7139 602 -298
7371 4320 -917
5949 8284 500
2295 8356 -235
7542 6183 199
4445 8166 -136
147 8340 407
480 6846 -599
3883 1372 -745
2955 2847 61
1602 3588 244
270 7383 192
4666 2424 319
8298 6397 269
4208 7073 -144
693 7539 645
2466 1411 -691
7390 4966 -218
1305 8624 296
6639 7593 -541
6 8224 -127
59 396 -591
5844 799 -710
3643 9187 866
3386 8392 -749
1168 8404 -602
7502 5054 -774
8382 7942 632
2811 2193 -946
8040 8987 794
7335 490 122
3468 2303 929
8902 8440 83
5687 1250 -653
1054 5397 -238
2089 8795 381
1843 2588 428
8082 6492 454
4189 3431 -679
6338 7859 616
2961 6105 816
8429 9141 -307
8897 3321 -158
4823 2069 -239
6035 1577 694
6621 8817 994
218 232 -362
529 1489 647
1753 1059 508
4138 4066 994
5725 3533 -898
7499 4465 746
5660 7115 -541
8832 6689 -449
3571 2611 1
6989 4054 -650
1788 7957 -499
3102 1540 657
8085 737 -496
6873 8557 1000
4151 9242 -464
5783 6773 -477
5587 7397 -572
8761 2611 -861
2511 5391 393
4884 6265 -878
6697 1991 -64
1962 6038 208
4985 6058 -776
2200 4181 502
5302 2002 -165
6790 6192 156
7619 6805 -935
5741 5855 750
8637 6582 192
2201 6579 -82
7524 7084 -36
6439 6297 801
1827 1743 -66
6093 2101 947
1925 3575 -633
1551 2660 59
3399 8544 -229
5875 83 -145
8065 6284 19
4560 1650 833
3295 9273 -393
6477 1110 475
5262 7077 455
2723 1322 -658
6763 6766 874
7194 4746 703
5000 9153 -155
8141 2134 -942
5398 9305 493
2673 3876 -760
1970 4591 -199
4107 7966 803
8932 7811 -54
2456 8719 88
8193 8700 -786
4262 1858 -104
8628 3242 532
5131 463 914
9072 3065 -843
2830 4163 978
28 8403 -270
1187 6070 410
5495 6409 -642
8899 5333 887
6506 3913 46
2393 1711 -312
3734 2404 -910
7487 2626 -13
6365 5065 844
1991 8111 -19
4407 4083 18
8676 980 -71
4338 6186 -178
9 8499 -213
1108 51 -570
8345 111 -409
8204 6364 128
6323 8852 -592
5895 5657 -392
993 114 -764
8986 7854 588
7062 2663 -242
3823 6505 805
8812 8546 -479
1782 4007 543
6973 1292 451
7019 4993 -143
5792 6190 -936
3788 1991 -925
4439 3372 -129
625 5134 -666
6504 9308 630
9174 7080 -587
6670 377 -675
5790 1869 128
6332 8160 537
1570 730 795
3727 4641 -388
1876 6446 -929
865 4851 702
4315 353 41
2594 4763 -281
9287 5581 151
9377 773 112
7267 3552 978
3761 7213 5
3845 6643 320
1798 7488 -120
2882 7780 -682
5401 8988 211
6213 370 406
5451 2952 -359
4721 4781 944
5886 7061 161
8590 6552 305
1731 1628 -133
7449 8154 346
5208 4713 550
6496 8093 -36
5642 8302 499
3538 3451 -938
1217 1541 239
8606 4650 337
618 1552 -626
3075 1626 -486
4067 104 -442
621 6029 -33
5764 8344 718
5515 1227 719
2202 822 666
8050 5196 732
3452 8759 296
5942 6195 553
8676 9046 363
1165 8384 817
3543 4638 -689
5700 6378 -641
3287 1261 106
5554 8641 695
438 3293 586
4618 384 198
4010 295 -710
3026 3995 34
3637 6733 -643
11 1937 510
532 1273 863
5424 2693 -953
1773 1591 725
1851 1003 -746
7242 6625 563
1781 3725 171
2019 8056 -529
6858 4986 666
1923 1900 -85
8729 8606 -422
6667 6087 544
2661 8105 982
1399 8034 -101
2336 2987 -126
3978 3591 542
3885 6981 -880
1579 7585 239
2688 3389 -507
3373 11 318
6901 2203 841
7108 5507 831
5258 431 -974
5338 8785 699
4929 1884 -969
393 2372 466
1988 4786 798
2677 4140 -252
3741 7520 -835
2838 2021 -49
3838 3242 -753
910 2487 -243
5487 2123 -114
5029 7621 -43
5776 2868 -647
5707 1220 598
8227 626 -989
7162 545 -427
3091 8235 669
7597 558 -771
483 799 596
6171 4158 113
4782 3899 -389
248 576 400
7396 4894 -894
1002 987 -754
9183 7632 -93
9044 5573 145
1647 9251 -371
1999 2457 941
4437 2230 427
150 2477 692
135 2141 -998
7668 7422 633
1266 4274 827
3818 6110 9
1212 4565 -21
2361 9295 292
8707 1978 147
8938 6683 655
1997 3862 -468
4017 8582 -569
5891 9216 610
8058 4237 -181
1334 1743 697
8191 496 -172
4610 4870 984
7898 7728 -743
1525 660 360
7111 5691 -301
1129 3022 -580
6207 4377 695
6698 8959 603
1260 3731 -860
9095 7052 -298
4191 1847 60
5286 5947 -788
5871 125 -248
4297 2281 276
9045 6930 -401
7654 4100 468
4622 4523 -481
4408 5125 -969
9358 7988 -262
4234 3480 -103
670 6144 982
5898 6105 533
3559 4201 740
6896 6593 516
2683 378 -950
8011 630 883
7942 3563 -764
7904 5764 736
4124 5658 293
2014 4815 -990
4838 4555 -548
8882 3906 677
2011 2793 219
1100 7708 996
6544 237 824
9096 3091 -991
1966 7747 -623
5495 64 19
3259 6604 -13
1622 8651 860
7128 7551 671
4867 9153 826
4745 2007 -194
2378 3981 105
3528 2715 243
4636 2958 371
5112 3724 444
4234 7901 -522
490 6056 791
7697 1203 570
1078 3093 520
4122 641 -189
2609 5953 549
4631 5341 924
3167 6687 651
530 1736 -833
3086 3486 -578
2464 4048 -663
6104 2616 948
5878 3884 -646
8497 158 383
2534 7089 -475
2620 8560 -363
3872 4735 -248
5016 3742 424
921 8110 324
3183 6449 101
2735 3711 217
6182 5907 -154
823 8513 435
1840 7245 649
1030 8150 -481
5651 8089 846
7973 6643 -702
3573 9300 264
4737 9221 -475
523 3280 12
4327 515 -738
7498 1746 -809
8550 4629 -915
8788 437 -470
2790 4059 -437
1481 8924 888
5591 1495 -801
961 3332 947
1682 9064 631
1686 8020 -669
2188 6367 413
7962 8848 551
3257 6669 196
2361 8317 439
226 4225 -83
3686 3526 -854
6906 2161 511
504 4762 490
330 8880 -580
5097 6748 930
9369 236 959
3538 7016 -982
7057 3255 -145
8768 5348 663
5599 658 -500
7573 1909 -731
2430 134 -983
3917 4773 186
893 8706 -799
5283 5262 -741
6353 7965 150
5516 7023 -333
870 8265 125
4393 5749 412
8667 319 -430
556 617 897
281 301 -269
807 3329 -301
3181 4647 -408
6332 7937 -806
9217 2888 -786
1964 5746 -610
7061 819 496
1654 7933 214
1868 7784 566
5840 7366 -562
8756 4911 -162
4576 1122 -7
2969 8763 -670
517 1857 -935
5839 2056 -890
8646 1071 -52
1907 1645 557
6987 8586 815
3575 396 -263
311 2309 -903
4150 5665 -597
8679 9330 963
7544 164 195
5960 9003 -619
351 1209 401
4318 3089 720
6649 9211 210
4846 848 169
550 4447 834
6214 539 -190
464 5695 -150
950 7986 685
3024 2187 -499
2058 7646 -943
8540 8557 594
62 1204 -469
4059 9302 859
9254 584 713
1271 4861 -782
3498 4258 56
3430 2907 807
8738 8089 -381
1036 3824 199
1148 6145 767
3187 4679 733
8421 6071 -740
8968 120 -299
7274 3117 -237
7685 6307 139
3998 1897 41
8483 805 -11
3699 682 -937
1689 2857 754
5087 6308 -690
4370 1168 270
8374 2449 -859
8290 763 624
8141 3124 -904
7146 9118 -908
7456 4393 -63
4174 9069 534
3619 2798 85
5488 2427 -169
6933 7784 -538
9195 3551 30
4661 8696 -52
3419 8554 -446
3700 6540 -748
3095 3204 -567
7638 8455 227
4091 4319 -327
990 6534 -425
1989 8396 -184
7740 1003 84
8827 2313 -711
3468 8272 -247
931 7316 -802
1684 5887 -387
1485 2121 929
1297 1178 -701
1762 8166 575
5345 4136 781
4454 2390 914
9296 4958 -798
2692 4190 -809
2209 3307 23
8580 3404 921
2492 3677 149
6999 7220 672
9162 2994 -450
2865 919 -709
1815 5175 -340
2046 7029 -900
2976 8547 -562
1668 2084 -588
4801 3956 286
898 3396 982
4120 6599 -888
1148 2739 -869
6844 8957 -696
2994 4874 -978
192 2351 -513
4205 2556 151
3809 7583 176
49 7285 -155
1427 6776 -914
7913 3639 -488
1939 8519 -892
5091 8313 -781
7269 811 -327
999 5743 -120
8809 9220 259
3292 206 -689
8107 8811 590
6898 2586 405
6930 3180 -86
657 580 428
8066 7122 -879
5533 3106 895
2075 4273 106
6800 4713 -942
2653 137 -331
3648 3407 810
8649 5893 980
4724 3640 385
5137 599 688
4936 715 314
8439 8759 639
4477 7769 685
8376 9259 59
9056 741 769
615 575 -230
5807 4088 352
1652 9379 -600
6517 959 -368
3652 2157 368
2286 9143 43
5318 6639 57
8062 2938 962
3652 8519 938
1200 4910 -991
8739 5490 -740
1839 5256 953
8805 6219 -498
6221 3437 -53
7667 5558 775
9004 6965 -265
764 3462 351
5215 2583 -678
8216 4788 900
6680 5019 358
393 5410 483
9134 7449 -350
6856 1574 -988
651 5685 463
3642 8864 -137
7004 3763 887
1919 6874 879
9085 1648 -346
1870 6297 -626
2272 6346 -728
2090 7002 -191
8485 7704 920
6497 5893 505
3019 4454 690
5921 214 621
2001 1160 282
3278 4428 -267
8787 2867 520
3882 5470 50
7263 4483 -143
5455 5124 105
1306 136 744
2936 5364 -268
6645 6250 484
6217 1930 362
3219 2684 -427
2052 8363 -304
8884 388 -244
7648 1332 -710
4618 9150 -700
6998 5791 -60
9021 3995 671
2761 7495 -77
2509 1187 684
1759 5440 858
3650 7786 375
8004 7606 26
1661 4213 847
521 4805 -847
4245 2268 943
7893 7611 -674
5854 8231 744
5864 3463 240
5815 119 850
7488 6645 -692
9362 3033 316
8075 5909 235
1898 6682 -923
2935 4580 -146
3365 9318 45
4320 1776 -299
4025 3426 839
5569 9117 -371
3838 3455 -994
3140 3885 970
2063 6963 -166
6726 8874 868
900 7941 322
5802 9001 695
5635 2238 -81
1973 3057 173
332 6353 451
357 3460 505
1120 9197 -37
3869 4945 838
4983 6707 -557
3081 136 546
6199 2803 928
3891 4527 185
8634 4542 -966
2699 825 335
7748 3536 -156
5585 9143 -971
447 2783 636
7178 1749 143
1750 1326 89
3921 791 -201
803 4613 683
2792 5063 -266
8272 8594 802
8001 1525 -531
3854 4792 -249
6370 9142 13
9170 1369 642
4559 4437 198
646 59 862
742 4755 -553
828 3351 -290
5438 2893 -158
6962 1154 -240
6609 480 -145
3264 307 -650
6883 4920 1000
6734 5202 324
7351 2623 -551
8037 427 -590
473 6867 699
3619 9326 597
6353 4396 81
7933 2770 -87
3879 9219 -495
827 253 -976
798 7759 -907
4941 3513 -947
2747 8498 -991
8281 7428 -83
6786 5337 -442
8062 1047 163
8592 6029 760
625 6015 -519
3179 4247 210
4663 335 -436
6084 3199 675
551 5362 -519
5633 5601 -975
2615 72 -157
6781 4520 -348
2974 3720 837
554 1504 -332
5793 9102 828
536 4768 66
8358 3245 53
8790 1460 -724
724 7468 394
8805 6955 661
205 8592 662
1651 1552 -714
626 8667 -400
1629 4620 -456
4827 7673 -176
309 8911 540
957 462 384
5671 7594 -104
3508 9175 -361
4804 2995 844
7787 8062 -555
2532 3429 800
3944 7723 -626
2582 5000 106
3264 4139 768
9330 9142 516
5831 7533 340
2293 7083 -679
6382 2590 -843
5815 6532 -959
8072 8296 -662
3511 7623 -451
5815 7737 -285
5919 2831 103
158 2097 -223
5206 3007 514
1756 99 298
8727 9375 -684
188 3055 -24
1442 7066 -235
6305 733 744
3896 7228 781
5492 3239 -158
2310 2366 -972
8956 6342 -866
8577 5647 837
5578 6952 -87
903 4184 -49
5526 7025 434
9050 413 460
628 153 316
3497 1100 969
6453 3626 810
299 4438 496
306 7546 79
805 1539 -656
6114 8408 568
2255 7976 503
2509 2090 724
4484 5319 700
8214 2626 148
8186 9025 -155
2484 4461 410
6076 7468 -705
2733 7764 54
9000 1004 166
5403 2729 -17
7278 3802 -727
7963 1181 -930
1193 6928 -602
7174 3187 -291
1778 7363 68
5886 7567 204
8219 1790 -559
6851 1849 -181
8750 12 -704
3646 3732 -988
2094 1373 -90
5920 3822 -623
4484 4958 331
1136 145 49
1702 6144 692
2989 7197 755
8349 5914 -812
2670 979 -481
5969 7454 735
8363 473 245
3921 525 109
8609 4662 -817
6025 4566 930
4693 873 -314
7374 4401 -981
2262 679 -391
7535 2264 550
1030 6800 -904
8985 2115 -691
2655 6366 -509
194 8727 217
887 4101 -391
6014 879 -972
7241 5446 380
8791 5050 -970
4305 3551 137
9007 1474 263
4354 4010 716
4816 5333 999
6430 3411 336
6656 6354 -405
6816 6238 -740
6818 8453 -750
7785 170 -667
878 8388 910
8835 8228 -266
1777 1665 -611
8632 6476 -392
1142 8830 -125
6398 149 -699
6169 5448 -978
630 7901 197
2498 1766 -307
1585 2516 883
7299 7183 -835
2360 419 -100
1709 6663 -453
1847 4818 -113
8347 6673 397
9374 6671 -339
4732 4008 166
4789 2486 167
9159 868 374
7381 3690 -44
708 2848 -928
364 4484 586
3021 2644 755
5269 7056 422
7525 9253 54
7977 4733 -996
2408 8065 -936
1330 6025 393
2601 5690 -6
6151 417 283
2025 2264 615
1094 4948 -911
2279 1214 813
702 1981 91
2239 5960 -179
7131 936 -10
6935 8712 205
6788 6381 239
3468 786 -847
5616 5930 -677
5724 5511 894
5403 2854 27
5835 2544 137
3019 4488 -584
8222 5942 -68
3504 7915 -202
30 7522 -966
7890 4304 45
5232 4690 -141
5177 5992 476
8421 5829 84
7950 884 -599
5899 3546 -189
4719 6599 -626
8648 3722 -865
6092 1994 332
819 1515 828
985 1760 243
948 7494 609
3059 3166 816
3829 7244 876
5690 5079 430
2164 5314 -646
6147 2214 544
7500 304 729
834 4366 236
1984 5304 662
6269 4516 -371
6053 7868 -218
7834 2304 -385
864 211 -917
7972 2116 -725
9268 1616 -582
8329 2374 -396
4249 5045 499
1326 4952 76
5948 572 862
1174 8760 -580
9318 5042 -185
8503 7752 -740
8964 1733 -97
2860 5832 261
4776 1669 187
3727 8077 926
8262 2208 894
7812 7679 -65
856 653 996
8400 2559 674
5182 488 -830
8128 4956 701
5241 2170 -903
7556 4586 374
2547 385 -296
3521 897 850
772 7711 -658
3451 6430 -732
3909 369 -52
4563 2096 -112
2790 8149 634
6789 215 138
4618 4085 -639
4588 45 961
2643 201 -445
4771 2256 -613
7044 346 808
7242 1761 -800
6663 8551 -490
831 5296 -491
2836 1861 31
7681 7625 -52
4849 6251 815
3705 6047 -772
8760 6233 194
691 5309 417
836 2717 14
6729 5970 104
2374 8822 -268
318 2174 262
7987 5908 -994
8566 529 -478
116 2577 699
668 3696 -707
8261 6095 373
9301 5377 -670
5647 4764 -876
9275 1734 20
2603 6835 -883
211 8574 -100
8339 4151 -186
5062 7798 -919
4570 6170 188
3133 639 913
3001 3681 130
3269 8804 461
4321 1077 -858
2330 5434 338
2186 337 -90
471 7821 830
1465 6525 681
2480 5039 -547
9120 8522 899
1769 8561 -243
6825 6937 -301
3623 8133 614
5855 8242 -956
9323 4538 386
8834 8067 899
7043 1379 416
24 3721 783
6130 4186 795
3493 8095 591
2436 1478 -377
6081 1172 -592
8894 8531 380
3040 4517 721
3277 4759 445
6177 7675 583
4076 8998 -497
8363 1148 790
3560 3878 60
8637 6224 368
7600 5517 -491
1398 3555 668
6416 1044 518
8057 1786 -303
8511 7338 384
8268 8405 729
9068 6404 671
8792 5592 -717
2760 2117 -262
6287 3897 -938
8670 2776 993
6124 752 829
6591 861 -875
5436 5405 -912
3402 7381 903
649 453 -247
6136 8894 681
5035 4765 680
1471 2557 760
5580 2326 -737
2996 4499 255
1160 4608 239
8952 2161 227
7390 6922 797
3754 6566 -334
7487 1695 -277
8115 164 721
7547 9005 -100
4877 1673 -740
8405 2390 -852
7452 1923 -479
1409 1305 -14
9009 2531 -289
2037 6599 648
4523 5856 -636
2186 876 792
7508 4607 213
264 7132 489
2046 8979 -409
650 611 -777
4931 6380 153
9088 6875 -332
7982 2536 -487
7218 5342 -289
4672 232 925
6480 3758 978
7311 3959 679
3902 28 809
2950 930 452
4002 1844 51
2347 2496 311
5330 288 -320
3335 3591 492
6778 3596 -891
1612 2872 416
6237 8676 923
7436 96 173
4244 7779 904
6612 3879 -79
5166 6925 -237
7520 9272 525
951 6413 518
2203 2090 229
8642 7160 608
1910 8576 138
5854 7183 427
5356 98 -77
1922 9366 914
1865 667 347
8909 279 -876
4444 3684 652
7550 6870 988
344 4394 -727
6535 3698 736
4994 6528 665
4770 3190 304
6665 5754 658
8836 3002 -737
1886 7966 979
1470 4247 -730
3924 3369 -515
7915 2878 -931
4069 3664 -250
6108 2099 359
1554 3074 -652
7689 5708 632
2494 2057 -625
6517 1112 317
3409 8126 -365
5320 6665 -674
5885 5353 586
5799 1526 -354
511 915 967
7016 6497 -567
8239 5409 804
8140 3743 174
9041 6585 -69
1253 8931 -190
3831 4420 901
5489 4669 -34
4246 1563 91
7594 7283 885
3077 175 -289
7166 4723 -869
8847 36 -727
4512 728 207
5833 2259 692
4234 82 221
7278 5475 643
7891 4138 452
5387 5649 -738
2395 5190 905
4480 5292 74
4227 802 -269
4062 8823 642
4929 2922 -972
7394 3137 -826
8404 878 164
3280 7007 -665
8328 1109 -990
4578 3469 704
2742 3142 669
2587 3320 285
1272 1769 -532
7291 4294 -575
2936 6314 436
8407 5651 -170
7705 2697 631
6714 199 -312
7231 2638 -916
3762 1952 -328
6517 8492 983
4458 3201 990
6130 5891 -118
8238 7196 -455
1469 6637 698
7399 858 -913
3079 7671 -951
2739 6479 49
6050 861 120
3689 8064 326
2513 8818 -150
8481 2024 718
8194 5960 -865
7264 7316 964
3391 6909 -663
1735 2433 86
2553 9190 509
204 3694 989
4585 3485 503
5523 5721 168
2605 7198 877
3103 4728 -788
1931 8729 752
670 4815 -895
364 7189 121
4229 5687 599
9253 4405 -859
5556 6028 -293
2764 6629 427
4157 5874 -144
6945 4445 -178
1679 7867 -625
1918 7729 331
5310 6949 -812
9135 2207 -2
3447 250 -691
8054 1687 687
4142 6138 -739
8201 640 275
2642 2081 241
1541 1164 423
630 2443 -21
4736 7 172
184 4684 -431
2983 6857 382
5609 6144 -421
5127 7073 -686
4941 7694 493
6155 6568 937
3752 3102 -683
7020 232 -451
3594 7461 58
772 913 -73
3365 8703 -352
9176 8574 -344
5767 3935 -940
8698 7058 65
5056 3736 472
6250 4597 672
2867 8693 -180
144 2905 -746
6993 6768 999
7657 998 817
4963 6793 -320
5534 1566 -809
4535 2648 -471
5297 9076 954
105 876 -740
1138 6462 142
1934 7730 -675
7429 1215 213
8021 2186 -84
3222 2596 323
1405 4810 -905
993 6973 -65
3447 3455 -663
3218 236 -457
3055 1443 -70
9134 149 452
4743 3706 -655
9216 2228 -600
8713 3127 -532
5059 9247 -458
7579 841 232
4477 1221 194
2907 7185 -907
6707 2838 574
9149 3644 -417
8627 5753 531
1379 8077 -423
3610 502 179
4460 8019 100
1801 2360 274
4918 126 -8
6555 8285 -111
7476 6630 81
5059 3938 757
6164 9192 -953
4681 7771 790
5100 7843 758
1749 2835 -754
2428 334 845
7006 3734 -679
7240 2986 -815
3868 3624 -932
3681 6829 334
1971 8210 -592
1670 8612 -514
6762 7393 766
7759 5702 -746
854 5202 896
8242 3353 632
1431 5146 952
6519 4729 545
9315 2884 328
7640 97 468
8123 4512 227
8538 6123 555
2529 2974 -447
2160 4831 -118
1301 1605 144
8816 2911 751
1107 3838 -410
4740 7116 -662
5521 3967 -745
431 3632 -810
3903 8511 336
5048 6882 887
8792 9380 991
842 9244 -946
3874 1492 515
5250 7945 -553
186 629 493
8952 2960 363
4413 6189 -172
2691 3201 129
17 8549 540
8344 8751 -717
4896 9204 971
5065 7048 -99
3787 1338 -370
7448 5684 802
7995 3873 696
6995 587 1000
6535 4307 290
8766 8978 394
7590 1265 102
8029 6952 -251
1123 2012 -394
7053 7282 546
1274 5828 -660
3892 2961 650
7205 7297 -490
8865 7479 -621
3585 6352 -479
7247 7318 827
2701 2297 -992
1760 3750 -880
5731 9083 302
3160 5936 -482
6644 4825 668
443 2253 735
4532 8561 140
4711 4723 468
923 1261 -940
3456 7802 658
549 1039 -65
1258 5425 752
3033 7857 -620
489 7211 996
2746 6891 -765
3924 7689 -715
6688 7661 298
6516 494 713
7799 7345 -752
9357 433 -8
6164 681 317
2818 7734 83
2345 5202 874
6997 7357 -680
299 6858 395
5385 8611 255
1397 6503 -392
7316 6819 -882
5533 5162 -613
5 5836 787
787 3502 -611
2889 7464 912
1100 6375 -772
3506 6211 924
3533 125 255
5582 2563 -957
6688 59 424
3785 1807 -589
9090 3668 230
1551 2648 -971
1326 7158 576
8753 5633 -342
1559 6266 -716
8906 9348 520
7315 8505 767
4607 2012 -902
506 8223 164
5462 8442 513
8295 4502 130
54 2869 -408
7721 3195 366
8165 4462 -177
2277 6892 571
7299 7749 -367
4913 6 -702
5617 4646 240
7445 8744 -527
1058 3020 -867
4573 8758 -469
1487 4901 693
3636 3385 -230
611 3944 -95
8301 5260 245
2274 6429 807
1665 5620 693
8188 5823 -983
858 1546 971
2704 5204 -196
5929 3098 -670
9276 5301 377
3018 7040 781
94 3786 568
543 3624 -795
9351 823 -92
2390 8949 594
1829 5942 668
6024 8796 193
2014 3375 -252
696 1652 -676
2739 634 -189
29 7630 935
2637 155 363
1838 105 341
147 5440 164
4599 5123 607
996 3862 -728
8233 6805 554
2322 3540 -850
5190 3877 129
5962 6340 -925
2507 5473 832
292 4781 -167
2047 5678 -635
5627 2130 -941
1111 2501 891
2238 9056 -62
118 1891 777
6889 1196 -730
4029 6700 681
3796 1265 609
1397 6505 -36
7400 3541 529
2827 8626 -54
7038 4979 -667
3651 4592 -86
1425 502 714
9340 8353 -715
9048 1958 -549
9028 6917 -379
4921 252 -558
1639 5341 718
4979 4322 -835
4956 7368 158
1528 2422 -923
5698 3927 -33
622 9022 -470
4996 5976 -80
2018 4877 875
8953 5264 690
2388 3410 -414
9082 7964 -360
1795 4053 -948
4046 1729 946
1480 879 249
4001 8264 -82
1649 3824 -247
8711 2263 334
7428 739 151
2896 7215 -850
4539 5813 -771
4120 4300 351
8775 19 -662
3504 3473 137
3123 532 -635
4572 6482 -26
613 8835 -309
731 8926 131
7980 6874 -905
3284 66 -692
6723 2624 -600
7932 3837 63
2699 601 -634
5107 7784 310
8427 5099 288
1136 3065 -11
3349 6123 -816
6988 4879 577
7579 2088 38
5143 4521 242
6706 7501 -72
8062 5018 -769
3870 6496 69
186 6381 -504
6265 3122 -621
7351 8522 366
1328 4528 35
1405 3057 -803
9090 9135 842
1757 3471 528
5325 5831 465
7190 4715 -295
6743 6419 781
1801 3716 -527
2597 7729 895
8470 3457 -517
8472 6172 324
8905 8968 1000
6474 3760 -340
594 4369 -174
7136 3261 341
